0	4	2	13	12	8	9	0
0	3	3	3	3	3	3	3
0	6	9	2	10	7	13	11
0	1	11	7	0	13	2	12
0	3	13	9	2	1	4	0
0	5	5	5	5	5	5	5
0	8	11	4	12	9	1	13
0	6	4	1	0	10	11	2
0	9	9	9	9	9	9	9
0	7	3	13	6	5	8	4
0	12	1	8	2	13	5	3
0	10	8	5	4	0	1	6
0	4	4	4	4	4	4	4
0	5	3	0	13	9	10	1
0	7	10	3	11	8	0	12
0	2	12	8	1	0	3	13
1	10	13	6	0	11	3	1
1	8	6	3	2	12	13	4
0	5	1	11	4	3	6	2
0	7	7	7	7	7	7	7
1	9	12	5	13	10	2	0
1	7	5	2	1	11	12	3
0	6	6	6	6	6	6	6
0	4	0	10	3	2	5	1
1	13	2	9	3	0	6	4
1	8	4	0	7	6	9	5
0	10	10	10	10	10	10	10
0	11	9	6	5	1	2	7
1	10	6	2	9	8	11	7
1	13	11	8	7	3	4	9
1	12	12	12	12	12	12	12
1	1	4	11	5	2	8	6
1	6	2	12	5	4	7	3
1	11	0	7	1	12	4	2
1	8	8	8	8	8	8	8
1	9	7	4	3	13	0	5
1	12	8	4	11	10	13	9
1	0	0	0	0	0	0	0
1	3	6	13	7	4	10	8
1	1	13	10	9	5	6	11
1	0	3	10	4	1	7	5
1	12	10	7	6	2	3	8
1	9	5	1	8	7	10	6
1	11	11	11	11	11	11	11
1	11	7	3	10	9	12	8
1	13	13	13	13	13	13	13
1	0	12	9	8	4	5	10
1	2	5	12	6	3	9	7
1	5	8	1	9	6	12	10
1	3	1	12	11	7	8	13
1	2	2	2	2	2	2	2
1	0	10	6	13	12	1	11
1	2	0	11	10	6	7	12
1	13	9	5	12	11	0	10
1	4	7	0	8	5	11	9
1	1	1	1	1	1	1	1
