0	6	10	15	0	4	14	11
0	9	15	14	8	11	10	13
0	15	9	10	5	6	3	1
0	7	7	7	7	7	7	7
0	2	6	11	13	0	10	7
0	11	5	6	1	2	16	14
0	3	3	3	3	3	3	3
0	5	11	10	4	7	6	9
1	8	12	0	2	6	16	13
1	0	11	12	7	8	5	3
1	9	9	9	9	9	9	9
0	11	0	16	10	13	12	15
1	9	3	4	16	0	14	12
1	1	1	1	1	1	1	1
1	3	9	8	2	5	4	7
0	0	4	9	11	15	8	5
1	15	4	3	14	0	16	2
1	13	13	13	13	13	13	13
1	4	15	16	11	12	9	7
1	12	16	4	6	10	3	0
1	14	3	2	13	16	15	1
1	11	15	3	5	9	2	16
1	12	12	12	12	12	12	12
1	3	14	15	10	11	8	6
1	11	11	11	11	11	11	11
1	2	13	14	9	10	7	5
1	10	14	2	4	8	1	15
1	13	2	1	12	15	14	0
1	7	11	16	1	5	15	12
1	10	16	15	9	12	11	14
1	16	10	11	6	7	4	2
1	8	8	8	8	8	8	8
1	13	7	8	3	4	1	16
1	5	5	5	5	5	5	5
1	4	8	13	15	2	12	9
1	7	13	12	6	9	8	11
1	4	4	4	4	4	4	4
1	12	6	7	2	3	0	15
1	6	12	11	5	8	7	10
1	3	7	12	14	1	11	8
1	6	0	1	13	14	11	9
1	0	6	5	16	2	1	4
1	14	1	6	8	12	5	2
1	15	15	15	15	15	15	15
1	6	6	6	6	6	6	6
1	8	14	13	7	10	9	12
1	14	8	9	4	5	2	0
1	5	9	14	16	3	13	10
1	13	0	5	7	11	4	1
1	5	16	0	12	13	10	8
1	14	14	14	14	14	14	14
1	16	5	4	15	1	0	3
1	12	1	0	11	14	13	16
1	9	13	1	3	7	0	14
1	1	12	13	8	9	6	4
1	10	10	10	10	10	10	10
1	2	8	7	1	4	3	6
1	0	0	0	0	0	0	0
1	8	2	3	15	16	13	11
1	16	3	8	10	14	7	4
1	10	4	5	0	1	15	13
1	4	10	9	3	6	5	8
1	1	5	10	12	16	9	6
1	2	2	2	2	2	2	2
1	16	16	16	16	16	16	16
1	7	1	2	14	15	12	10
1	15	2	7	9	13	6	3
1	1	7	6	0	3	2	5
